,covid_hospital_admissions_per_100k,covid_cases_per_100k,doses_per_100k,case_rate_per_100k,death_rate_per_100k,clusters,cluster
22973,0.0,25.2,231682.0,29112.0,306.0,0,pink
22974,2.1,0.0,231682.0,29112.0,306.0,0,pink
22975,4.6,89.27,231682.0,29112.0,306.0,0,pink
22976,3.9,296.81,231682.0,29112.0,306.0,0,pink
22977,7.7,192.03,231682.0,29112.0,306.0,0,pink
22978,5.8,0.0,231682.0,29112.0,306.0,0,pink
22979,4.5,0.0,231682.0,29112.0,306.0,0,pink
22980,0.0,94.6,231682.0,29112.0,306.0,0,pink
22981,1.9,25.24,231682.0,29112.0,306.0,0,pink
22982,2.1,24.8,231682.0,29112.0,306.0,0,pink
22983,1.8,17.79,231682.0,29112.0,306.0,0,pink
22984,2.6,72.58,231682.0,29112.0,306.0,0,pink
22985,4.5,243.9,231682.0,29112.0,306.0,0,pink
22986,0.0,14.59,231682.0,29112.0,306.0,0,pink
22987,5.3,0.0,231682.0,29112.0,306.0,0,pink
22988,0.0,16.9,231682.0,29112.0,306.0,0,pink
22989,0.0,18.23,231682.0,29112.0,306.0,0,pink
22990,4.5,0.0,231682.0,29112.0,306.0,0,pink
22991,0.0,0.0,231682.0,29112.0,306.0,0,pink
22992,0.0,0.0,231682.0,29112.0,306.0,0,pink
22993,3.9,88.93,231682.0,29112.0,306.0,0,pink
22994,0.0,99.55,231682.0,29112.0,306.0,0,pink
22995,2.9,95.65,231682.0,29112.0,306.0,0,pink
22996,8.1,90.28,231682.0,29112.0,306.0,0,pink
22997,2.1,0.0,231682.0,29112.0,306.0,0,pink
22998,0.0,24.45,231682.0,29112.0,306.0,0,pink
22999,0.0,39.53,231682.0,29112.0,306.0,0,pink
23000,0.0,63.07,231682.0,29112.0,306.0,0,pink
23001,1.8,94.73,231682.0,29112.0,306.0,0,pink
23002,15.9,147.17,231682.0,29112.0,306.0,0,pink
23003,0.0,34.73,231682.0,29112.0,306.0,0,pink
23004,15.9,111.86,231682.0,29112.0,306.0,0,pink
23005,7.5,40.4,231682.0,29112.0,306.0,0,pink
23006,0.0,16.73,231682.0,29112.0,306.0,0,pink
23007,3.9,81.21,231682.0,29112.0,306.0,0,pink
23008,0.0,0.0,231682.0,29112.0,306.0,0,pink
23009,4.6,81.51,231682.0,29112.0,306.0,0,pink
23010,0.0,19.11,231682.0,29112.0,306.0,0,pink
23011,7.5,87.3,231682.0,29112.0,306.0,0,pink
23012,0.0,0.0,231682.0,29112.0,306.0,0,pink
23013,0.0,308.6,231682.0,29112.0,306.0,0,pink
23014,4.6,57.71,231682.0,29112.0,306.0,0,pink
23015,7.7,80.83,231682.0,29112.0,306.0,0,pink
23016,8.1,229.07,231682.0,29112.0,306.0,0,pink
23017,0.0,150.55,231682.0,29112.0,306.0,0,pink
23018,7.5,58.82,231682.0,29112.0,306.0,0,pink
23019,9.1,92.11,231682.0,29112.0,306.0,0,pink
23020,6.8,120.87,231682.0,29112.0,306.0,0,pink
23021,0.0,13.99,231682.0,29112.0,306.0,0,pink
23022,4.6,129.07,231682.0,29112.0,306.0,0,pink
23023,0.0,26.06,231682.0,29112.0,306.0,0,pink
23024,3.9,56.07,231682.0,29112.0,306.0,0,pink
23025,0.0,65.15,231682.0,29112.0,306.0,0,pink
23026,3.2,61.84,231682.0,29112.0,306.0,0,pink
23027,8.1,140.2,231682.0,29112.0,306.0,0,pink
23028,0.0,37.7,231682.0,29112.0,306.0,0,pink
23029,4.6,117.29,231682.0,29112.0,306.0,0,pink
23030,0.0,36.36,231682.0,29112.0,306.0,0,pink
23031,0.0,43.14,231682.0,29112.0,306.0,0,pink
23032,4.6,59.27,231682.0,29112.0,306.0,0,pink
23033,7.9,0.0,231682.0,29112.0,306.0,0,pink
23034,2.9,70.08,231682.0,29112.0,306.0,0,pink
23035,0.0,41.47,231682.0,29112.0,306.0,0,pink
23036,4.6,136.82,231682.0,29112.0,306.0,0,pink
23037,2.6,384.99,231682.0,29112.0,306.0,0,pink
23038,0.0,49.85,231682.0,29112.0,306.0,0,pink
23039,0.0,0.0,231682.0,29112.0,306.0,0,pink
23040,7.9,104.74,231682.0,29112.0,306.0,0,pink
23041,0.0,11.38,231682.0,29112.0,306.0,0,pink
23042,10.6,35.37,231682.0,29112.0,306.0,0,pink
23043,1.8,124.55,231682.0,29112.0,306.0,0,pink
23044,8.1,93.96,231682.0,29112.0,306.0,0,pink
23045,0.0,0.0,231682.0,29112.0,306.0,0,pink
23046,0.0,129.54,231682.0,29112.0,306.0,0,pink
23047,0.0,30.91,231682.0,29112.0,306.0,0,pink
23048,2.2,38.65,231682.0,29112.0,306.0,0,pink
23049,0.0,58.46,231682.0,29112.0,306.0,0,pink
23050,2.9,70.13,231682.0,29112.0,306.0,0,pink
23051,7.9,62.36,231682.0,29112.0,306.0,0,pink
23052,4.6,86.13,231682.0,29112.0,306.0,0,pink
23053,2.6,20.97,231682.0,29112.0,306.0,0,pink
23054,2.9,86.23,231682.0,29112.0,306.0,0,pink
23055,2.2,18.67,231682.0,29112.0,306.0,0,pink
23056,0.0,0.0,231682.0,29112.0,306.0,0,pink
23057,2.9,83.2,231682.0,29112.0,306.0,0,pink
23058,0.0,47.19,231682.0,29112.0,306.0,0,pink
23059,0.0,46.92,231682.0,29112.0,306.0,0,pink
23060,7.7,94.3,231682.0,29112.0,306.0,0,pink
23061,5.3,197.63,231682.0,29112.0,306.0,0,pink
23062,4.3,103.28,231682.0,29112.0,306.0,0,pink
23063,22.6,67.77,231682.0,29112.0,306.0,0,pink
23064,3.2,75.68,231682.0,29112.0,306.0,0,pink
23065,4.6,83.65,231682.0,29112.0,306.0,0,pink
23066,0.0,75.53,231682.0,29112.0,306.0,0,pink
23067,0.0,61.54,231682.0,29112.0,306.0,0,pink
23068,0.0,124.97,231682.0,29112.0,306.0,0,pink
23069,2.9,54.43,231682.0,29112.0,306.0,0,pink
23070,3.2,159.72,231682.0,29112.0,306.0,0,pink
23071,8.1,312.45,231682.0,29112.0,306.0,0,pink
23072,7.9,35.74,231682.0,29112.0,306.0,0,pink
23073,6.8,63.04,231682.0,29112.0,306.0,0,pink
23074,2.9,49.16,231682.0,29112.0,306.0,0,pink
23075,2.1,41.64,231682.0,29112.0,306.0,0,pink
23076,6.8,493.17,231682.0,29112.0,306.0,0,pink
23077,2.1,0.0,231682.0,29112.0,306.0,0,pink
23078,0.0,0.0,231682.0,29112.0,306.0,0,pink
23079,0.0,66.87,231682.0,29112.0,306.0,0,pink
23080,2.9,72.61,231682.0,29112.0,306.0,0,pink
23081,0.0,50.4,231682.0,29112.0,306.0,0,pink
23082,2.1,111.48,231682.0,29112.0,306.0,0,pink
23083,4.6,73.52,231682.0,29112.0,306.0,0,pink
23084,8.1,172.97,231682.0,29112.0,306.0,0,pink
23085,7.7,134.54,231682.0,29112.0,306.0,0,pink
23086,2.9,0.0,231682.0,29112.0,306.0,0,pink
23087,6.8,71.58,231682.0,29112.0,306.0,0,pink
23088,3.5,59.56,231682.0,29112.0,306.0,0,pink
23089,2.9,109.39,231682.0,29112.0,306.0,0,pink
23090,2.1,24.8,231682.0,29112.0,306.0,0,pink
23091,1.8,88.97,231682.0,29112.0,306.0,0,pink
23092,2.6,50.0,231682.0,29112.0,306.0,0,pink
23093,6.8,20.33,231682.0,29112.0,306.0,0,pink
23094,0.0,58.34,231682.0,29112.0,306.0,0,pink
23095,10.6,119.0,231682.0,29112.0,306.0,0,pink
23096,0.0,16.9,231682.0,29112.0,306.0,0,pink
23097,0.0,54.69,231682.0,29112.0,306.0,0,pink
23098,6.8,820.55,231682.0,29112.0,306.0,0,pink
23099,0.0,65.88,231682.0,29112.0,306.0,0,pink
23100,3.9,95.6,231682.0,29112.0,306.0,0,pink
23101,9.1,120.87,231682.0,29112.0,306.0,0,pink
23102,5.3,34.91,231682.0,29112.0,306.0,0,pink
23103,0.0,11.38,231682.0,29112.0,306.0,0,pink
23104,10.6,35.37,231682.0,29112.0,306.0,0,pink
23105,0.0,37.91,231682.0,29112.0,306.0,0,pink
23106,6.8,125.27,231682.0,29112.0,306.0,0,pink
23107,0.0,0.0,231682.0,29112.0,306.0,0,pink
23108,10.0,222.93,231682.0,29112.0,306.0,0,pink
23109,13.2,72.11,231682.0,29112.0,306.0,0,pink
23110,0.0,38.65,231682.0,29112.0,306.0,0,pink
23111,16.3,58.46,231682.0,29112.0,306.0,0,pink
23112,2.9,17.53,231682.0,29112.0,306.0,0,pink
23113,5.3,109.14,231682.0,29112.0,306.0,0,pink
23114,5.1,73.82,231682.0,29112.0,306.0,0,pink
23115,1.3,52.43,231682.0,29112.0,306.0,0,pink
23116,2.2,85.07,231682.0,29112.0,306.0,0,pink
23117,0.0,4.67,231682.0,29112.0,306.0,0,pink
23118,14.1,27.91,231682.0,29112.0,306.0,0,pink
23119,2.2,74.44,231682.0,29112.0,306.0,0,pink
23120,0.0,47.19,231682.0,29112.0,306.0,0,pink
23121,0.0,0.0,231682.0,29112.0,306.0,0,pink
23122,4.9,94.9,231682.0,29112.0,306.0,0,pink
23123,0.0,67.77,231682.0,29112.0,306.0,0,pink
23124,0.0,20.64,231682.0,29112.0,306.0,0,pink
23125,5.1,104.56,231682.0,29112.0,306.0,0,pink
23126,10.0,113.29,231682.0,29112.0,306.0,0,pink
23127,1.0,0.0,231682.0,29112.0,306.0,0,pink
23128,0.0,24.99,231682.0,29112.0,306.0,0,pink
23129,2.2,65.89,231682.0,29112.0,306.0,0,pink
23130,0.0,103.04,231682.0,29112.0,306.0,0,pink
23131,6.8,83.43,231682.0,29112.0,306.0,0,pink
23132,5.3,0.0,231682.0,29112.0,306.0,0,pink
23133,9.1,91.06,231682.0,29112.0,306.0,0,pink
23134,2.9,49.16,231682.0,29112.0,306.0,0,pink
23135,2.1,32.72,231682.0,29112.0,306.0,0,pink
23136,9.1,75.87,231682.0,29112.0,306.0,0,pink
23137,2.1,33.4,231682.0,29112.0,306.0,0,pink
23138,0.0,81.17,231682.0,29112.0,306.0,0,pink
23139,10.0,100.3,231682.0,29112.0,306.0,0,pink
23140,2.2,78.42,231682.0,29112.0,306.0,0,pink
23141,0.0,0.0,231682.0,29112.0,306.0,0,pink
23142,2.1,0.0,231682.0,29112.0,306.0,0,pink
23143,5.1,73.52,231682.0,29112.0,306.0,0,pink
23144,6.8,183.93,231682.0,29112.0,306.0,0,pink
23145,4.9,134.54,231682.0,29112.0,306.0,0,pink
23146,2.9,0.0,231682.0,29112.0,306.0,0,pink
23147,9.1,143.16,231682.0,29112.0,306.0,0,pink
23148,3.5,77.08,231682.0,29112.0,306.0,0,pink
23149,2.2,126.22,231682.0,29112.0,306.0,0,pink
23150,2.1,0.0,231682.0,29112.0,306.0,0,pink
23151,0.0,17.79,231682.0,29112.0,306.0,0,pink
23152,1.3,66.13,231682.0,29112.0,306.0,0,pink
23153,9.1,60.98,231682.0,29112.0,306.0,0,pink
23154,0.0,14.59,231682.0,29112.0,306.0,0,pink
23155,10.6,79.33,231682.0,29112.0,306.0,0,pink
23156,0.0,16.9,231682.0,29112.0,306.0,0,pink
23157,0.0,18.23,231682.0,29112.0,306.0,0,pink
23158,9.1,107.03,231682.0,29112.0,306.0,0,pink
23159,0.0,0.0,231682.0,29112.0,306.0,0,pink
23160,0.0,31.87,231682.0,29112.0,306.0,0,pink
23161,0.0,88.93,231682.0,29112.0,306.0,0,pink
23162,0.0,99.55,231682.0,29112.0,306.0,0,pink
23163,2.2,83.69,231682.0,29112.0,306.0,0,pink
23164,4.7,120.37,231682.0,29112.0,306.0,0,pink
23165,2.1,0.0,231682.0,29112.0,306.0,0,pink
23166,10.0,61.13,231682.0,29112.0,306.0,0,pink
23167,1.0,0.0,231682.0,29112.0,306.0,0,pink
23168,0.0,19.2,231682.0,29112.0,306.0,0,pink
23169,0.0,104.2,231682.0,29112.0,306.0,0,pink
23170,0.0,36.79,231682.0,29112.0,306.0,0,pink
23171,16.3,138.94,231682.0,29112.0,306.0,0,pink
23172,0.0,27.96,231682.0,29112.0,306.0,0,pink
23173,0.0,80.81,231682.0,29112.0,306.0,0,pink
23174,16.3,33.45,231682.0,29112.0,306.0,0,pink
23175,0.0,31.24,231682.0,29112.0,306.0,0,pink
23176,14.1,18.65,231682.0,29112.0,306.0,0,pink
23177,5.1,94.05,231682.0,29112.0,306.0,0,pink
23178,14.1,19.11,231682.0,29112.0,306.0,0,pink
23179,0.0,21.82,231682.0,29112.0,306.0,0,pink
23180,0.0,0.0,231682.0,29112.0,306.0,0,pink
23181,0.0,102.87,231682.0,29112.0,306.0,0,pink
23182,5.1,43.28,231682.0,29112.0,306.0,0,pink
23183,6.8,127.26,231682.0,29112.0,306.0,0,pink
23184,0.0,75.27,231682.0,29112.0,306.0,0,pink
23185,0.0,0.0,231682.0,29112.0,306.0,0,pink
23186,4.9,65.79,231682.0,29112.0,306.0,0,pink
23187,0.0,13.99,231682.0,29112.0,306.0,0,pink
23188,5.1,91.11,231682.0,29112.0,306.0,0,pink
23189,0.0,78.17,231682.0,29112.0,306.0,0,pink
23190,0.0,50.97,231682.0,29112.0,306.0,0,pink
23191,0.0,130.29,231682.0,29112.0,306.0,0,pink
23192,0.0,133.98,231682.0,29112.0,306.0,0,pink
23193,6.8,186.93,231682.0,29112.0,306.0,0,pink
23194,1.0,0.0,231682.0,29112.0,306.0,0,pink
23195,5.1,19.55,231682.0,29112.0,306.0,0,pink
23196,0.0,0.0,231682.0,29112.0,306.0,0,pink
23197,0.0,21.57,231682.0,29112.0,306.0,0,pink
23198,5.1,51.19,231682.0,29112.0,306.0,0,pink
23199,5.3,98.81,231682.0,29112.0,306.0,0,pink
23200,2.9,44.26,231682.0,29112.0,306.0,0,pink
23201,0.0,41.47,231682.0,29112.0,306.0,0,pink
23202,5.1,126.64,231682.0,29112.0,306.0,0,pink
23203,1.3,0.0,231682.0,29112.0,306.0,0,pink
23204,0.0,0.0,231682.0,29112.0,306.0,0,pink
23205,13.2,110.99,231682.0,29112.0,306.0,0,pink
23206,7.1,216.34,231682.0,29112.0,306.0,0,pink
23207,0.0,37.64,231682.0,29112.0,306.0,0,pink
23208,0.0,58.82,231682.0,29112.0,306.0,0,pink
23209,10.4,131.58,231682.0,29112.0,306.0,0,pink
23210,15.8,80.58,231682.0,29112.0,306.0,0,pink
23211,0.0,111.89,231682.0,29112.0,306.0,0,pink
23212,7.7,212.59,231682.0,29112.0,306.0,0,pink
23213,1.9,182.39,231682.0,29112.0,306.0,0,pink
23214,3.9,208.99,231682.0,29112.0,306.0,0,pink
23215,1.9,65.15,231682.0,29112.0,306.0,0,pink
23216,4.8,350.41,231682.0,29112.0,306.0,0,pink
23217,7.1,175.25,231682.0,29112.0,306.0,0,pink
23218,1.0,131.96,231682.0,29112.0,306.0,0,pink
23219,7.7,205.26,231682.0,29112.0,306.0,0,pink
23220,0.0,36.36,231682.0,29112.0,306.0,0,pink
23221,0.0,43.14,231682.0,29112.0,306.0,0,pink
23222,1.9,103.67,231682.0,29112.0,306.0,0,pink
23223,7.7,166.78,231682.0,29112.0,306.0,0,pink
23224,1.3,264.68,231682.0,29112.0,306.0,0,pink
23225,0.0,299.1,231682.0,29112.0,306.0,0,pink
23226,0.0,92.49,231682.0,29112.0,306.0,0,pink
23227,0.0,0.0,231682.0,29112.0,306.0,0,pink
23228,4.8,206.41,231682.0,29112.0,306.0,0,pink
23229,7.7,156.84,231682.0,29112.0,306.0,0,pink
23230,6.0,75.53,231682.0,29112.0,306.0,0,pink
23231,1.0,30.77,231682.0,29112.0,306.0,0,pink
23232,0.0,124.97,231682.0,29112.0,306.0,0,pink
23233,3.5,65.89,231682.0,29112.0,306.0,0,pink
23234,4.8,298.83,231682.0,29112.0,306.0,0,pink
23235,7.1,232.29,231682.0,29112.0,306.0,0,pink
23236,5.3,178.7,231682.0,29112.0,306.0,0,pink
23237,15.8,94.56,231682.0,29112.0,306.0,0,pink
23238,4.3,49.16,231682.0,29112.0,306.0,0,pink
23239,10.5,74.36,231682.0,29112.0,306.0,0,pink
23240,15.8,227.62,231682.0,29112.0,306.0,0,pink
23241,10.5,116.9,231682.0,29112.0,306.0,0,pink
23242,0.0,81.17,231682.0,29112.0,306.0,0,pink
23243,6.0,117.02,231682.0,29112.0,306.0,0,pink
23244,3.5,220.74,231682.0,29112.0,306.0,0,pink
23245,1.9,176.41,231682.0,29112.0,306.0,0,pink
23246,10.5,278.71,231682.0,29112.0,306.0,0,pink
23247,7.7,141.78,231682.0,29112.0,306.0,0,pink
23248,7.1,227.26,231682.0,29112.0,306.0,0,pink
23249,6.1,162.68,231682.0,29112.0,306.0,0,pink
23250,4.3,101.28,231682.0,29112.0,306.0,0,pink
23251,15.8,250.54,231682.0,29112.0,306.0,0,pink
23252,3.5,189.19,231682.0,29112.0,306.0,0,pink
23253,3.5,201.95,231682.0,29112.0,306.0,0,pink
23254,10.5,99.18,231682.0,29112.0,306.0,0,pink
23255,0.0,53.38,231682.0,29112.0,306.0,0,pink
23256,1.3,90.33,231682.0,29112.0,306.0,0,pink
23257,15.8,81.3,231682.0,29112.0,306.0,0,pink
23258,0.0,72.93,231682.0,29112.0,306.0,0,pink
23259,10.6,79.33,231682.0,29112.0,306.0,0,pink
23260,13.1,219.71,231682.0,29112.0,306.0,0,pink
23261,0.0,91.16,231682.0,29112.0,306.0,0,pink
23262,15.8,321.08,231682.0,29112.0,306.0,0,pink
23263,13.1,131.75,231682.0,29112.0,306.0,0,pink
23264,3.9,159.34,231682.0,29112.0,306.0,0,pink
23265,3.9,242.54,231682.0,29112.0,306.0,0,pink
23266,0.0,223.98,231682.0,29112.0,306.0,0,pink
23267,3.5,168.88,231682.0,29112.0,306.0,0,pink
23268,11.5,240.73,231682.0,29112.0,306.0,0,pink
23269,10.5,50.15,231682.0,29112.0,306.0,0,pink
23270,6.0,48.91,231682.0,29112.0,306.0,0,pink
23271,1.0,79.05,231682.0,29112.0,306.0,0,pink
23272,1.9,24.68,231682.0,29112.0,306.0,0,pink
23273,0.0,148.41,231682.0,29112.0,306.0,0,pink
23274,15.9,183.96,231682.0,29112.0,306.0,0,pink
23275,0.0,0.0,231682.0,29112.0,306.0,0,pink
23276,15.9,321.59,231682.0,29112.0,306.0,0,pink
23277,0.0,727.27,231682.0,29112.0,306.0,0,pink
23278,0.0,66.9,231682.0,29112.0,306.0,0,pink
23279,3.9,181.17,231682.0,29112.0,306.0,0,pink
23280,0.0,111.92,231682.0,29112.0,306.0,0,pink
23281,7.7,175.56,231682.0,29112.0,306.0,0,pink
23282,0.0,76.42,231682.0,29112.0,306.0,0,pink
23283,0.0,109.12,231682.0,29112.0,306.0,0,pink
23284,0.0,118.58,231682.0,29112.0,306.0,0,pink
23285,13.1,578.63,231682.0,29112.0,306.0,0,pink
23286,7.7,86.57,231682.0,29112.0,306.0,0,pink
23287,5.3,104.74,231682.0,29112.0,306.0,0,pink
23288,0.0,91.05,231682.0,29112.0,306.0,0,pink
23289,10.6,176.87,231682.0,29112.0,306.0,0,pink
23290,0.0,167.88,231682.0,29112.0,306.0,0,pink
23291,7.1,90.04,231682.0,29112.0,306.0,0,pink
23292,1.9,0.0,231682.0,29112.0,306.0,0,pink
23293,6.0,222.93,231682.0,29112.0,306.0,0,pink
23294,0.0,72.11,231682.0,29112.0,306.0,0,pink
23295,2.2,38.65,231682.0,29112.0,306.0,0,pink
23296,0.0,175.39,231682.0,29112.0,306.0,0,pink
23297,4.3,35.06,231682.0,29112.0,306.0,0,pink
23298,5.3,296.23,231682.0,29112.0,306.0,0,pink
23299,7.7,180.45,231682.0,29112.0,306.0,0,pink
23300,1.3,136.31,231682.0,29112.0,306.0,0,pink
23301,3.5,106.0,231682.0,29112.0,306.0,0,pink
23302,2.2,51.33,231682.0,29112.0,306.0,0,pink
23303,0.0,0.0,231682.0,29112.0,306.0,0,pink
23304,3.5,96.34,231682.0,29112.0,306.0,0,pink
23305,0.0,283.15,231682.0,29112.0,306.0,0,pink
23306,0.0,82.11,231682.0,29112.0,306.0,0,pink
23307,6.1,151.12,231682.0,29112.0,306.0,0,pink
23308,2.6,73.7,231682.0,29112.0,306.0,0,pink
23309,0.0,68.29,231682.0,29112.0,306.0,0,pink
23310,5.3,141.49,231682.0,29112.0,306.0,0,pink
23311,3.6,75.82,231682.0,29112.0,306.0,0,pink
23312,7.8,113.53,231682.0,29112.0,306.0,0,pink
23313,5.6,78.77,231682.0,29112.0,306.0,0,pink
23314,10.0,99.41,231682.0,29112.0,306.0,0,pink
23315,6.6,20.6,231682.0,29112.0,306.0,0,pink
23316,8.7,77.31,231682.0,29112.0,306.0,0,pink
23317,8.1,58.46,231682.0,29112.0,306.0,0,pink
23318,4.3,17.53,231682.0,29112.0,306.0,0,pink
23319,2.6,77.95,231682.0,29112.0,306.0,0,pink
23320,6.3,106.63,231682.0,29112.0,306.0,0,pink
23321,4.0,104.85,231682.0,29112.0,306.0,0,pink
23322,5.2,114.33,231682.0,29112.0,306.0,0,pink
23323,8.7,98.0,231682.0,29112.0,306.0,0,pink
23324,0.0,0.0,231682.0,29112.0,306.0,0,pink
23325,5.2,83.2,231682.0,29112.0,306.0,0,pink
23326,0.0,0.0,231682.0,29112.0,306.0,0,pink
23327,0.0,152.49,231682.0,29112.0,306.0,0,pink
23328,6.9,138.43,231682.0,29112.0,306.0,0,pink
23329,0.0,0.0,231682.0,29112.0,306.0,0,pink
23330,4.8,172.01,231682.0,29112.0,306.0,0,pink
23331,6.3,20.91,231682.0,29112.0,306.0,0,pink
23332,10.0,0.0,231682.0,29112.0,306.0,0,pink
23333,2.0,123.08,231682.0,29112.0,306.0,0,pink
23334,0.0,112.47,231682.0,29112.0,306.0,0,pink
23335,5.2,91.67,231682.0,29112.0,306.0,0,pink
23336,4.8,216.39,231682.0,29112.0,306.0,0,pink
23337,7.8,203.67,231682.0,29112.0,306.0,0,pink
23338,2.6,0.0,231682.0,29112.0,306.0,0,pink
23339,6.8,105.07,231682.0,29112.0,306.0,0,pink
23340,4.3,98.33,231682.0,29112.0,306.0,0,pink
23341,2.1,110.06,231682.0,29112.0,306.0,0,pink
23342,6.8,113.81,231682.0,29112.0,306.0,0,pink
23343,2.1,0.0,231682.0,29112.0,306.0,0,pink
23344,0.0,0.0,231682.0,29112.0,306.0,0,pink
23345,10.0,66.87,231682.0,29112.0,306.0,0,pink
23346,5.2,142.32,231682.0,29112.0,306.0,0,pink
23347,5.6,0.0,231682.0,29112.0,306.0,0,pink
23348,2.1,55.74,231682.0,29112.0,306.0,0,pink
23349,6.3,105.03,231682.0,29112.0,306.0,0,pink
23350,7.8,181.44,231682.0,29112.0,306.0,0,pink
23351,6.9,128.43,231682.0,29112.0,306.0,0,pink
23352,4.3,33.76,231682.0,29112.0,306.0,0,pink
23353,6.8,107.37,231682.0,29112.0,306.0,0,pink
23354,3.5,157.66,231682.0,29112.0,306.0,0,pink
23355,5.2,100.98,231682.0,29112.0,306.0,0,pink
23356,2.1,173.57,231682.0,29112.0,306.0,0,pink
23357,3.6,195.73,231682.0,29112.0,306.0,0,pink
23358,4.0,133.88,231682.0,29112.0,306.0,0,pink
23359,6.8,81.3,231682.0,29112.0,306.0,0,pink
23360,0.0,43.76,231682.0,29112.0,306.0,0,pink
23361,5.3,238.0,231682.0,29112.0,306.0,0,pink
23362,6.6,0.0,231682.0,29112.0,306.0,0,pink
23363,0.0,437.56,231682.0,29112.0,306.0,0,pink
23364,6.8,0.0,231682.0,29112.0,306.0,0,pink
23365,6.6,0.0,231682.0,29112.0,306.0,0,pink
23366,3.9,318.67,231682.0,29112.0,306.0,0,pink
23367,3.9,291.05,231682.0,29112.0,306.0,0,pink
23368,0.0,205.31,231682.0,29112.0,306.0,0,pink
23369,5.2,122.55,231682.0,29112.0,306.0,0,pink
23370,13.7,275.84,231682.0,29112.0,306.0,0,pink
23371,2.1,100.3,231682.0,29112.0,306.0,0,pink
23372,10.0,97.81,231682.0,29112.0,306.0,0,pink
23373,2.0,39.53,231682.0,29112.0,306.0,0,pink
23374,5.6,87.75,231682.0,29112.0,306.0,0,pink
23375,3.6,195.77,231682.0,29112.0,306.0,0,pink
23376,0.0,36.79,231682.0,29112.0,306.0,0,pink
23377,8.1,0.0,231682.0,29112.0,306.0,0,pink
23378,0.0,41.95,231682.0,29112.0,306.0,0,pink
23379,7.5,0.0,231682.0,29112.0,306.0,0,pink
23380,8.1,83.63,231682.0,29112.0,306.0,0,pink
23381,3.9,131.19,231682.0,29112.0,306.0,0,pink
23382,0.0,0.0,231682.0,29112.0,306.0,0,pink
23383,6.3,100.32,231682.0,29112.0,306.0,0,pink
23384,0.0,0.0,231682.0,29112.0,306.0,0,pink
23385,7.5,54.56,231682.0,29112.0,306.0,0,pink
23386,0.0,158.1,231682.0,29112.0,306.0,0,pink
23387,6.6,218.59,231682.0,29112.0,306.0,0,pink
23388,6.3,129.85,231682.0,29112.0,306.0,0,pink
23389,7.8,89.08,231682.0,29112.0,306.0,0,pink
23390,0.0,75.27,231682.0,29112.0,306.0,0,pink
23391,7.5,0.0,231682.0,29112.0,306.0,0,pink
23392,8.5,105.26,231682.0,29112.0,306.0,0,pink
23393,6.8,40.29,231682.0,29112.0,306.0,0,pink
23394,7.9,139.86,231682.0,29112.0,306.0,0,pink
23395,6.3,121.48,231682.0,29112.0,306.0,0,pink
23396,5.6,52.11,231682.0,29112.0,306.0,0,pink
23397,3.9,91.75,231682.0,29112.0,306.0,0,pink
23398,5.6,0.0,231682.0,29112.0,306.0,0,pink
23399,4.8,133.98,231682.0,29112.0,306.0,0,pink
23400,7.8,143.12,231682.0,29112.0,306.0,0,pink
23401,2.0,103.68,231682.0,29112.0,306.0,0,pink
23402,6.3,58.65,231682.0,29112.0,306.0,0,pink
23403,0.0,72.73,231682.0,29112.0,306.0,0,pink
23404,0.0,43.14,231682.0,29112.0,306.0,0,pink
23405,6.3,78.13,231682.0,29112.0,306.0,0,pink
23406,2.6,65.88,231682.0,29112.0,306.0,0,pink
23407,4.3,105.12,231682.0,29112.0,306.0,0,pink
23408,5.6,82.94,231682.0,29112.0,306.0,0,pink
23409,6.3,148.69,231682.0,29112.0,306.0,0,pink
23410,4.0,24.06,231682.0,29112.0,306.0,0,pink
23411,7.9,49.85,231682.0,29112.0,306.0,0,pink
23412,6.6,129.49,231682.0,29112.0,306.0,0,pink
23413,22.6,271.06,231682.0,29112.0,306.0,0,pink
23414,0.0,218.18,231682.0,29112.0,306.0,0,pink
23415,22.6,22.59,231682.0,29112.0,306.0,0,pink
23416,3.2,137.61,231682.0,29112.0,306.0,0,pink
23417,9.4,52.28,231682.0,29112.0,306.0,0,pink
23418,4.0,0.0,231682.0,29112.0,306.0,0,pink
23419,2.0,123.08,231682.0,29112.0,306.0,0,pink
23420,0.0,124.97,231682.0,29112.0,306.0,0,pink
23421,7.6,134.64,231682.0,29112.0,306.0,0,pink
23422,3.2,175.18,231682.0,29112.0,306.0,0,pink
23423,8.8,236.38,231682.0,29112.0,306.0,0,pink
23424,2.6,35.74,231682.0,29112.0,306.0,0,pink
23425,15.8,94.56,231682.0,29112.0,306.0,0,pink
23426,5.8,0.0,231682.0,29112.0,306.0,0,pink
23427,4.2,166.57,231682.0,29112.0,306.0,0,pink
23428,15.8,75.87,231682.0,29112.0,306.0,0,pink
23429,4.2,0.0,231682.0,29112.0,306.0,0,pink
23430,0.0,0.0,231682.0,29112.0,306.0,0,pink
23431,4.0,117.02,231682.0,29112.0,306.0,0,pink
23432,7.6,159.75,231682.0,29112.0,306.0,0,pink
23433,3.8,50.4,231682.0,29112.0,306.0,0,pink
23434,4.2,0.0,231682.0,29112.0,306.0,0,pink
23435,9.4,120.78,231682.0,29112.0,306.0,0,pink
23436,8.8,173.31,231682.0,29112.0,306.0,0,pink
