,covid_hospital_admissions_per_100k,covid_cases_per_100k,doses_per_100k,case_rate_per_100k,death_rate_per_100k,clusters,cluster
54110,2.3,69.0,265282.0,24457.0,362.0,1,purple
54111,2.1,30.33,265282.0,24457.0,362.0,1,purple
54112,3.6,20.85,265282.0,24457.0,362.0,1,purple
54113,5.4,29.61,265282.0,24457.0,362.0,1,purple
54114,2.6,28.24,265282.0,24457.0,362.0,1,purple
54115,2.7,41.85,265282.0,24457.0,362.0,1,purple
54116,4.5,16.45,265282.0,24457.0,362.0,1,purple
54117,5.2,15.17,265282.0,24457.0,362.0,1,purple
54118,3.6,34.06,265282.0,24457.0,362.0,1,purple
54119,3.0,52.35,265282.0,24457.0,362.0,1,purple
54120,13.4,16.46,265282.0,24457.0,362.0,1,purple
54121,3.6,34.07,265282.0,24457.0,362.0,1,purple
54122,13.4,30.82,265282.0,24457.0,362.0,1,purple
54123,2.1,10.81,265282.0,24457.0,362.0,1,purple
54124,3.0,34.97,265282.0,24457.0,362.0,1,purple
54125,4.3,94.97,265282.0,24457.0,362.0,1,purple
54126,2.7,48.41,265282.0,24457.0,362.0,1,purple
54127,13.4,22.64,265282.0,24457.0,362.0,1,purple
54128,13.4,9.91,265282.0,24457.0,362.0,1,purple
54129,2.9,12.25,265282.0,24457.0,362.0,1,purple
54130,12.7,0.0,265282.0,24457.0,362.0,1,purple
54131,12.7,54.55,265282.0,24457.0,362.0,1,purple
54132,2.5,49.27,265282.0,24457.0,362.0,1,purple
54133,13.4,33.39,265282.0,24457.0,362.0,1,purple
54134,2.1,21.71,265282.0,24457.0,362.0,1,purple
54135,1.6,56.14,265282.0,24457.0,362.0,1,purple
54136,4.3,36.74,265282.0,24457.0,362.0,1,purple
54137,3.8,48.68,265282.0,24457.0,362.0,1,purple
54138,3.3,34.11,265282.0,24457.0,362.0,1,purple
54139,5.4,22.39,265282.0,24457.0,362.0,1,purple
54140,2.0,21.38,265282.0,24457.0,362.0,1,purple
54141,7.4,66.52,265282.0,24457.0,362.0,1,purple
54142,3.1,23.3,265282.0,24457.0,362.0,1,purple
54143,4.2,42.19,265282.0,24457.0,362.0,1,purple
54144,4.2,35.53,265282.0,24457.0,362.0,1,purple
54145,4.2,40.87,265282.0,24457.0,362.0,1,purple
54146,3.2,52.21,265282.0,24457.0,362.0,1,purple
54147,2.6,26.12,265282.0,24457.0,362.0,1,purple
54148,3.2,50.89,265282.0,24457.0,362.0,1,purple
54149,9.3,86.2,265282.0,24457.0,362.0,1,purple
54150,3.9,47.27,265282.0,24457.0,362.0,1,purple
54151,4.2,45.25,265282.0,24457.0,362.0,1,purple
54152,3.2,48.39,265282.0,24457.0,362.0,1,purple
54153,7.1,22.49,265282.0,24457.0,362.0,1,purple
54154,3.5,24.93,265282.0,24457.0,362.0,1,purple
54155,8.8,47.42,265282.0,24457.0,362.0,1,purple
54156,3.9,34.29,265282.0,24457.0,362.0,1,purple
54157,4.2,41.63,265282.0,24457.0,362.0,1,purple
54158,8.8,58.04,265282.0,24457.0,362.0,1,purple
54159,2.6,38.83,265282.0,24457.0,362.0,1,purple
54160,6.1,53.88,265282.0,24457.0,362.0,1,purple
54161,10.6,29.54,265282.0,24457.0,362.0,1,purple
54162,2.9,31.57,265282.0,24457.0,362.0,1,purple
54163,2.9,29.11,265282.0,24457.0,362.0,1,purple
54164,3.9,36.17,265282.0,24457.0,362.0,1,purple
54165,3.3,46.81,265282.0,24457.0,362.0,1,purple
54166,4.8,50.05,265282.0,24457.0,362.0,1,purple
54167,5.6,71.17,265282.0,24457.0,362.0,1,purple
54168,4.2,27.6,265282.0,24457.0,362.0,1,purple
54169,5.3,34.19,265282.0,24457.0,362.0,1,purple
54170,5.3,82.59,265282.0,24457.0,362.0,1,purple
54171,5.6,77.28,265282.0,24457.0,362.0,1,purple
54172,6.0,46.52,265282.0,24457.0,362.0,1,purple
54173,4.2,63.04,265282.0,24457.0,362.0,1,purple
54174,8.8,94.42,265282.0,24457.0,362.0,1,purple
54175,6.0,20.19,265282.0,24457.0,362.0,1,purple
54176,6.9,51.51,265282.0,24457.0,362.0,1,purple
54177,2.6,24.37,265282.0,24457.0,362.0,1,purple
54178,1.2,30.41,265282.0,24457.0,362.0,1,purple
54179,2.9,23.27,265282.0,24457.0,362.0,1,purple
54180,3.5,26.26,265282.0,24457.0,362.0,1,purple
54181,6.1,35.91,265282.0,24457.0,362.0,1,purple
54182,2.6,39.72,265282.0,24457.0,362.0,1,purple
54183,7.1,59.08,265282.0,24457.0,362.0,1,purple
54184,1.9,31.99,265282.0,24457.0,362.0,1,purple
54185,6.0,32.51,265282.0,24457.0,362.0,1,purple
54186,3.5,36.41,265282.0,24457.0,362.0,1,purple
54187,3.9,84.85,265282.0,24457.0,362.0,1,purple
54188,6.9,60.34,265282.0,24457.0,362.0,1,purple
54189,3.5,34.07,265282.0,24457.0,362.0,1,purple
54190,6.9,33.02,265282.0,24457.0,362.0,1,purple
54191,2.9,23.77,265282.0,24457.0,362.0,1,purple
54192,3.9,16.1,265282.0,24457.0,362.0,1,purple
54193,4.1,80.63,265282.0,24457.0,362.0,1,purple
54194,7.1,78.66,265282.0,24457.0,362.0,1,purple
54195,6.9,46.69,265282.0,24457.0,362.0,1,purple
54196,6.9,59.45,265282.0,24457.0,362.0,1,purple
54197,3.2,28.59,265282.0,24457.0,362.0,1,purple
54198,9.3,32.97,265282.0,24457.0,362.0,1,purple
54199,9.3,71.91,265282.0,24457.0,362.0,1,purple
54200,6.9,42.29,265282.0,24457.0,362.0,1,purple
54201,4.2,39.47,265282.0,24457.0,362.0,1,purple
54202,4.8,48.48,265282.0,24457.0,362.0,1,purple
54203,5.6,51.24,265282.0,24457.0,362.0,1,purple
54204,6.9,46.73,265282.0,24457.0,362.0,1,purple
54205,4.2,33.82,265282.0,24457.0,362.0,1,purple
54206,6.1,37.32,265282.0,24457.0,362.0,1,purple
54207,3.1,29.17,265282.0,24457.0,362.0,1,purple
54208,6.3,10.97,265282.0,24457.0,362.0,1,purple
54209,6.3,25.32,265282.0,24457.0,362.0,1,purple
54210,6.3,19.1,265282.0,24457.0,362.0,1,purple
54211,6.3,12.38,265282.0,24457.0,362.0,1,purple
54212,6.3,17.81,265282.0,24457.0,362.0,1,purple
54213,2.8,38.18,265282.0,24457.0,362.0,1,purple
54214,2.8,20.73,265282.0,24457.0,362.0,1,purple
54215,2.8,31.54,265282.0,24457.0,362.0,1,purple
54216,1.4,16.53,265282.0,24457.0,362.0,1,purple
54217,1.4,20.52,265282.0,24457.0,362.0,1,purple
54218,1.4,32.44,265282.0,24457.0,362.0,1,purple
54219,1.4,12.97,265282.0,24457.0,362.0,1,purple
54220,2.9,87.8,265282.0,24457.0,362.0,1,purple
54221,0.7,23.51,265282.0,24457.0,362.0,1,purple
54222,10.4,16.49,265282.0,24457.0,362.0,1,purple
54223,10.4,77.91,265282.0,24457.0,362.0,1,purple
54224,10.4,86.79,265282.0,24457.0,362.0,1,purple
54225,3.3,36.92,265282.0,24457.0,362.0,1,purple
54226,3.3,33.98,265282.0,24457.0,362.0,1,purple
54227,3.3,24.4,265282.0,24457.0,362.0,1,purple
54228,3.3,23.95,265282.0,24457.0,362.0,1,purple
54229,3.3,22.6,265282.0,24457.0,362.0,1,purple
54230,3.3,21.78,265282.0,24457.0,362.0,1,purple
54231,4.2,50.62,265282.0,24457.0,362.0,1,purple
54232,4.2,37.68,265282.0,24457.0,362.0,1,purple
54233,2.3,25.21,265282.0,24457.0,362.0,1,purple
54234,2.3,35.72,265282.0,24457.0,362.0,1,purple
54235,0.0,24.37,265282.0,24457.0,362.0,1,purple
54236,0.0,4.04,265282.0,24457.0,362.0,1,purple
54237,0.0,15.17,265282.0,24457.0,362.0,1,purple
54238,7.1,16.54,265282.0,24457.0,362.0,1,purple
54239,1.1,60.51,265282.0,24457.0,362.0,1,purple
54240,1.1,27.08,265282.0,24457.0,362.0,1,purple
54241,1.1,0.0,265282.0,24457.0,362.0,1,purple
54242,0.7,11.47,265282.0,24457.0,362.0,1,purple
54243,0.7,20.71,265282.0,24457.0,362.0,1,purple
54244,3.3,33.43,265282.0,24457.0,362.0,1,purple
54245,3.3,40.58,265282.0,24457.0,362.0,1,purple
54246,3.3,53.31,265282.0,24457.0,362.0,1,purple
54247,3.3,46.48,265282.0,24457.0,362.0,1,purple
54248,3.3,35.18,265282.0,24457.0,362.0,1,purple
54249,3.3,33.65,265282.0,24457.0,362.0,1,purple
54250,1.7,20.93,265282.0,24457.0,362.0,1,purple
54251,1.7,17.47,265282.0,24457.0,362.0,1,purple
54252,2.1,27.6,265282.0,24457.0,362.0,1,purple
54253,2.1,7.89,265282.0,24457.0,362.0,1,purple
54254,2.1,28.62,265282.0,24457.0,362.0,1,purple
54255,3.0,37.0,265282.0,24457.0,362.0,1,purple
54256,3.0,63.88,265282.0,24457.0,362.0,1,purple
54257,3.0,49.13,265282.0,24457.0,362.0,1,purple
54258,3.0,31.41,265282.0,24457.0,362.0,1,purple
54259,0.6,34.41,265282.0,24457.0,362.0,1,purple
54260,0.6,21.93,265282.0,24457.0,362.0,1,purple
54261,4.0,33.26,265282.0,24457.0,362.0,1,purple
54262,4.0,30.94,265282.0,24457.0,362.0,1,purple
54263,4.0,19.32,265282.0,24457.0,362.0,1,purple
54264,0.0,76.37,265282.0,24457.0,362.0,1,purple
54265,1.6,21.62,265282.0,24457.0,362.0,1,purple
54266,4.1,13.71,265282.0,24457.0,362.0,1,purple
54267,2.8,81.29,265282.0,24457.0,362.0,1,purple
54268,2.8,13.82,265282.0,24457.0,362.0,1,purple
54269,2.8,31.54,265282.0,24457.0,362.0,1,purple
54270,2.8,72.19,265282.0,24457.0,362.0,1,purple
54271,2.8,51.89,265282.0,24457.0,362.0,1,purple
54272,2.8,77.9,265282.0,24457.0,362.0,1,purple
54273,2.8,64.23,265282.0,24457.0,362.0,1,purple
54274,2.8,69.68,265282.0,24457.0,362.0,1,purple
54275,3.5,33.65,265282.0,24457.0,362.0,1,purple
54276,3.5,27.65,265282.0,24457.0,362.0,1,purple
54277,3.5,14.62,265282.0,24457.0,362.0,1,purple
54278,3.5,21.78,265282.0,24457.0,362.0,1,purple
54279,1.7,33.23,265282.0,24457.0,362.0,1,purple
54280,1.7,4.04,265282.0,24457.0,362.0,1,purple
54281,1.7,32.51,265282.0,24457.0,362.0,1,purple
54282,3.3,3.34,265282.0,24457.0,362.0,1,purple
54283,4.2,58.41,265282.0,24457.0,362.0,1,purple
54284,4.2,75.83,265282.0,24457.0,362.0,1,purple
54285,3.3,49.37,265282.0,24457.0,362.0,1,purple
54286,3.3,28.62,265282.0,24457.0,362.0,1,purple
54287,3.3,31.13,265282.0,24457.0,362.0,1,purple
54288,3.3,17.34,265282.0,24457.0,362.0,1,purple
54289,3.3,33.39,265282.0,24457.0,362.0,1,purple
54290,12.4,0.0,265282.0,24457.0,362.0,1,purple
54291,12.4,133.9,265282.0,24457.0,362.0,1,purple
54292,12.4,187.32,265282.0,24457.0,362.0,1,purple
54293,0.7,48.54,265282.0,24457.0,362.0,1,purple
54294,0.7,39.64,265282.0,24457.0,362.0,1,purple
54295,1.1,36.83,265282.0,24457.0,362.0,1,purple
54296,5.2,15.61,265282.0,24457.0,362.0,1,purple
54297,5.2,13.8,265282.0,24457.0,362.0,1,purple
54298,5.2,23.68,265282.0,24457.0,362.0,1,purple
54299,1.9,20.12,265282.0,24457.0,362.0,1,purple
54300,1.9,29.6,265282.0,24457.0,362.0,1,purple
54301,1.9,29.62,265282.0,24457.0,362.0,1,purple
54302,1.9,15.13,265282.0,24457.0,362.0,1,purple
54303,0.0,18.12,265282.0,24457.0,362.0,1,purple
54304,0.0,52.96,265282.0,24457.0,362.0,1,purple
54305,1.2,26.0,265282.0,24457.0,362.0,1,purple
54306,1.9,18.71,265282.0,24457.0,362.0,1,purple
54307,1.9,6.88,265282.0,24457.0,362.0,1,purple
54308,2.2,42.85,265282.0,24457.0,362.0,1,purple
54309,2.2,37.32,265282.0,24457.0,362.0,1,purple
54310,2.2,106.21,265282.0,24457.0,362.0,1,purple
54311,2.7,16.56,265282.0,24457.0,362.0,1,purple
54312,2.7,17.79,265282.0,24457.0,362.0,1,purple
54313,2.7,43.51,265282.0,24457.0,362.0,1,purple
54314,1.2,33.48,265282.0,24457.0,362.0,1,purple
54315,1.1,29.54,265282.0,24457.0,362.0,1,purple
54316,1.1,22.49,265282.0,24457.0,362.0,1,purple
54317,1.1,90.77,265282.0,24457.0,362.0,1,purple
54318,2.7,70.15,265282.0,24457.0,362.0,1,purple
54319,2.7,32.44,265282.0,24457.0,362.0,1,purple
54320,2.7,40.26,265282.0,24457.0,362.0,1,purple
54321,2.7,45.78,265282.0,24457.0,362.0,1,purple
54322,2.7,40.44,265282.0,24457.0,362.0,1,purple
54323,2.7,40.13,265282.0,24457.0,362.0,1,purple
54324,3.7,71.74,265282.0,24457.0,362.0,1,purple
54325,3.7,56.59,265282.0,24457.0,362.0,1,purple
54326,3.7,49.92,265282.0,24457.0,362.0,1,purple
54327,3.7,46.74,265282.0,24457.0,362.0,1,purple
54328,4.5,145.14,265282.0,24457.0,362.0,1,purple
54329,0.0,76.37,265282.0,24457.0,362.0,1,purple
54330,1.2,21.05,265282.0,24457.0,362.0,1,purple
54331,4.3,30.16,265282.0,24457.0,362.0,1,purple
54332,2.1,38.56,265282.0,24457.0,362.0,1,purple
54333,2.1,25.52,265282.0,24457.0,362.0,1,purple
54334,4.2,103.19,265282.0,24457.0,362.0,1,purple
54335,4.2,113.51,265282.0,24457.0,362.0,1,purple
54336,1.4,39.8,265282.0,24457.0,362.0,1,purple
54337,1.4,54.56,265282.0,24457.0,362.0,1,purple
54338,3.7,100.23,265282.0,24457.0,362.0,1,purple
54339,3.7,74.19,265282.0,24457.0,362.0,1,purple
54340,3.7,73.41,265282.0,24457.0,362.0,1,purple
54341,3.7,62.32,265282.0,24457.0,362.0,1,purple
54342,3.5,16.56,265282.0,24457.0,362.0,1,purple
54343,3.5,37.13,265282.0,24457.0,362.0,1,purple
54344,3.5,53.66,265282.0,24457.0,362.0,1,purple
54345,0.9,24.37,265282.0,24457.0,362.0,1,purple
54346,0.9,16.15,265282.0,24457.0,362.0,1,purple
54347,0.9,32.51,265282.0,24457.0,362.0,1,purple
54348,4.7,36.63,265282.0,24457.0,362.0,1,purple
54349,0.7,46.06,265282.0,24457.0,362.0,1,purple
54350,2.2,97.61,265282.0,24457.0,362.0,1,purple
54351,2.2,18.54,265282.0,24457.0,362.0,1,purple
54352,2.2,49.41,265282.0,24457.0,362.0,1,purple
54353,2.2,57.49,265282.0,24457.0,362.0,1,purple
54354,2.2,36.87,265282.0,24457.0,362.0,1,purple
54355,2.2,51.59,265282.0,24457.0,362.0,1,purple
54356,3.1,26.02,265282.0,24457.0,362.0,1,purple
54357,3.1,0.0,265282.0,24457.0,362.0,1,purple
54358,3.1,25.66,265282.0,24457.0,362.0,1,purple
54359,1.2,25.16,265282.0,24457.0,362.0,1,purple
54360,1.2,34.41,265282.0,24457.0,362.0,1,purple
54361,2.1,38.56,265282.0,24457.0,362.0,1,purple
54362,2.1,30.62,265282.0,24457.0,362.0,1,purple
54363,12.3,105.93,265282.0,24457.0,362.0,1,purple
54364,4.7,24.56,265282.0,24457.0,362.0,1,purple
54365,2.4,28.59,265282.0,24457.0,362.0,1,purple
54366,2.4,40.22,265282.0,24457.0,362.0,1,purple
54367,2.4,40.71,265282.0,24457.0,362.0,1,purple
54368,2.4,8.35,265282.0,24457.0,362.0,1,purple
54369,1.1,43.43,265282.0,24457.0,362.0,1,purple
54370,0.0,13.37,265282.0,24457.0,362.0,1,purple
54371,1.5,35.37,265282.0,24457.0,362.0,1,purple
54372,1.5,9.91,265282.0,24457.0,362.0,1,purple
54373,1.5,42.29,265282.0,24457.0,362.0,1,purple
54374,1.5,76.8,265282.0,24457.0,362.0,1,purple
54375,1.5,34.12,265282.0,24457.0,362.0,1,purple
54376,3.8,54.46,265282.0,24457.0,362.0,1,purple
54377,3.8,34.46,265282.0,24457.0,362.0,1,purple
54378,3.8,0.0,265282.0,24457.0,362.0,1,purple
54379,5.4,84.22,265282.0,24457.0,362.0,1,purple
54380,20.6,178.54,265282.0,24457.0,362.0,1,purple
54381,20.6,49.46,265282.0,24457.0,362.0,1,purple
54382,20.6,276.84,265282.0,24457.0,362.0,1,purple
54383,1.8,52.99,265282.0,24457.0,362.0,1,purple
54384,1.8,87.45,265282.0,24457.0,362.0,1,purple
54385,1.8,23.03,265282.0,24457.0,362.0,1,purple
54386,4.4,89.81,265282.0,24457.0,362.0,1,purple
54387,4.4,104.34,265282.0,24457.0,362.0,1,purple
54388,4.4,100.76,265282.0,24457.0,362.0,1,purple
54389,4.4,75.92,265282.0,24457.0,362.0,1,purple
54390,4.4,56.31,265282.0,24457.0,362.0,1,purple
54391,0.7,62.67,265282.0,24457.0,362.0,1,purple
54392,0.7,49.18,265282.0,24457.0,362.0,1,purple
54393,5.9,70.81,265282.0,24457.0,362.0,1,purple
54394,5.9,62.06,265282.0,24457.0,362.0,1,purple
54395,5.9,67.18,265282.0,24457.0,362.0,1,purple
54396,6.5,31.99,265282.0,24457.0,362.0,1,purple
54397,1.8,40.26,265282.0,24457.0,362.0,1,purple
54398,1.8,39.49,265282.0,24457.0,362.0,1,purple
54399,1.8,10.81,265282.0,24457.0,362.0,1,purple
54400,1.8,29.82,265282.0,24457.0,362.0,1,purple
54401,2.6,107.08,265282.0,24457.0,362.0,1,purple
54402,10.4,86.2,265282.0,24457.0,362.0,1,purple
54403,15.4,86.26,265282.0,24457.0,362.0,1,purple
54404,4.3,93.93,265282.0,24457.0,362.0,1,purple
54405,6.7,80.24,265282.0,24457.0,362.0,1,purple
54406,6.7,86.75,265282.0,24457.0,362.0,1,purple
54407,6.2,111.39,265282.0,24457.0,362.0,1,purple
54408,2.1,68.99,265282.0,24457.0,362.0,1,purple
54409,4.3,100.96,265282.0,24457.0,362.0,1,purple
54410,5.8,81.86,265282.0,24457.0,362.0,1,purple
54411,4.3,113.55,265282.0,24457.0,362.0,1,purple
54412,7.9,69.73,265282.0,24457.0,362.0,1,purple
54413,4.3,123.54,265282.0,24457.0,362.0,1,purple
54414,12.3,121.57,265282.0,24457.0,362.0,1,purple
54415,11.6,84.89,265282.0,24457.0,362.0,1,purple
54416,7.2,103.48,265282.0,24457.0,362.0,1,purple
54417,6.7,155.65,265282.0,24457.0,362.0,1,purple
54418,6.2,131.49,265282.0,24457.0,362.0,1,purple
54419,7.7,120.55,265282.0,24457.0,362.0,1,purple
54420,7.7,57.16,265282.0,24457.0,362.0,1,purple
54421,7.7,106.14,265282.0,24457.0,362.0,1,purple
54422,7.2,75.52,265282.0,24457.0,362.0,1,purple
54423,7.7,94.75,265282.0,24457.0,362.0,1,purple
54424,7.2,122.9,265282.0,24457.0,362.0,1,purple
54425,8.9,99.62,265282.0,24457.0,362.0,1,purple
54426,2.1,46.83,265282.0,24457.0,362.0,1,purple
54427,7.9,88.01,265282.0,24457.0,362.0,1,purple
54428,6.2,157.32,265282.0,24457.0,362.0,1,purple
54429,4.3,81.96,265282.0,24457.0,362.0,1,purple
54430,12.5,80.97,265282.0,24457.0,362.0,1,purple
54431,3.8,39.38,265282.0,24457.0,362.0,1,purple
54432,12.3,106.46,265282.0,24457.0,362.0,1,purple
54433,4.2,38.94,265282.0,24457.0,362.0,1,purple
54434,2.5,124.26,265282.0,24457.0,362.0,1,purple
54435,7.2,45.94,265282.0,24457.0,362.0,1,purple
54436,8.9,139.43,265282.0,24457.0,362.0,1,purple
54437,3.8,67.46,265282.0,24457.0,362.0,1,purple
54438,6.3,89.91,265282.0,24457.0,362.0,1,purple
54439,4.3,102.77,265282.0,24457.0,362.0,1,purple
54440,6.2,146.43,265282.0,24457.0,362.0,1,purple
54441,6.3,36.85,265282.0,24457.0,362.0,1,purple
54442,4.2,80.6,265282.0,24457.0,362.0,1,purple
54443,4.2,105.73,265282.0,24457.0,362.0,1,purple
54444,12.3,99.64,265282.0,24457.0,362.0,1,purple
54445,15.7,82.25,265282.0,24457.0,362.0,1,purple
54446,11.6,202.96,265282.0,24457.0,362.0,1,purple
54447,11.6,99.07,265282.0,24457.0,362.0,1,purple
54448,8.9,94.19,265282.0,24457.0,362.0,1,purple
54449,7.4,105.72,265282.0,24457.0,362.0,1,purple
54450,10.4,65.94,265282.0,24457.0,362.0,1,purple
54451,12.5,18.66,265282.0,24457.0,362.0,1,purple
54452,20.8,82.43,265282.0,24457.0,362.0,1,purple
54453,20.8,168.62,265282.0,24457.0,362.0,1,purple
54454,20.8,404.49,265282.0,24457.0,362.0,1,purple
54455,5.9,49.18,265282.0,24457.0,362.0,1,purple
54456,5.9,65.31,265282.0,24457.0,362.0,1,purple
54457,6.2,28.73,265282.0,24457.0,362.0,1,purple
54458,6.2,49.16,265282.0,24457.0,362.0,1,purple
54459,6.2,18.79,265282.0,24457.0,362.0,1,purple
54460,6.2,35.4,265282.0,24457.0,362.0,1,purple
54461,6.8,93.25,265282.0,24457.0,362.0,1,purple
54462,6.8,186.61,265282.0,24457.0,362.0,1,purple
54463,6.8,113.91,265282.0,24457.0,362.0,1,purple
54464,4.6,35.88,265282.0,24457.0,362.0,1,purple
54465,4.6,42.55,265282.0,24457.0,362.0,1,purple
54466,4.6,90.88,265282.0,24457.0,362.0,1,purple
54467,2.4,56.72,265282.0,24457.0,362.0,1,purple
54468,0.7,61.57,265282.0,24457.0,362.0,1,purple
54469,2.2,24.62,265282.0,24457.0,362.0,1,purple
54470,2.2,22.49,265282.0,24457.0,362.0,1,purple
54471,2.2,42.36,265282.0,24457.0,362.0,1,purple
54472,1.0,65.04,265282.0,24457.0,362.0,1,purple
54473,1.0,69.48,265282.0,24457.0,362.0,1,purple
54474,5.0,82.68,265282.0,24457.0,362.0,1,purple
54475,5.0,104.62,265282.0,24457.0,362.0,1,purple
54476,0.0,115.79,265282.0,24457.0,362.0,1,purple
54477,2.6,58.88,265282.0,24457.0,362.0,1,purple
54478,1.8,86.21,265282.0,24457.0,362.0,1,purple
54479,1.8,82.9,265282.0,24457.0,362.0,1,purple
54480,1.8,52.99,265282.0,24457.0,362.0,1,purple
54481,4.7,115.05,265282.0,24457.0,362.0,1,purple
54482,4.7,108.39,265282.0,24457.0,362.0,1,purple
54483,4.7,86.68,265282.0,24457.0,362.0,1,purple
54484,4.7,110.1,265282.0,24457.0,362.0,1,purple
54485,4.7,122.27,265282.0,24457.0,362.0,1,purple
54486,4.2,121.38,265282.0,24457.0,362.0,1,purple
54487,4.2,50.98,265282.0,24457.0,362.0,1,purple
54488,4.2,71.98,265282.0,24457.0,362.0,1,purple
54489,4.2,67.61,265282.0,24457.0,362.0,1,purple
54490,4.2,54.71,265282.0,24457.0,362.0,1,purple
54491,4.2,75.67,265282.0,24457.0,362.0,1,purple
54492,5.4,130.04,265282.0,24457.0,362.0,1,purple
54493,5.4,105.33,265282.0,24457.0,362.0,1,purple
54494,5.4,109.82,265282.0,24457.0,362.0,1,purple
54495,5.4,79.46,265282.0,24457.0,362.0,1,purple
54496,1.7,46.52,265282.0,24457.0,362.0,1,purple
54497,1.7,8.08,265282.0,24457.0,362.0,1,purple
54498,1.7,36.85,265282.0,24457.0,362.0,1,purple
54499,0.0,20.06,265282.0,24457.0,362.0,1,purple
54500,1.2,37.42,265282.0,24457.0,362.0,1,purple
54501,6.2,51.18,265282.0,24457.0,362.0,1,purple
54502,2.4,34.85,265282.0,24457.0,362.0,1,purple
54503,2.4,53.68,265282.0,24457.0,362.0,1,purple
54504,2.4,52.19,265282.0,24457.0,362.0,1,purple
54505,2.4,23.77,265282.0,24457.0,362.0,1,purple
54506,0.9,109.71,265282.0,24457.0,362.0,1,purple
54507,0.9,59.44,265282.0,24457.0,362.0,1,purple
54508,0.9,47.4,265282.0,24457.0,362.0,1,purple
54509,0.9,9.91,265282.0,24457.0,362.0,1,purple
54510,0.9,113.53,265282.0,24457.0,362.0,1,purple
54511,4.2,128.5,265282.0,24457.0,362.0,1,purple
54512,4.2,153.57,265282.0,24457.0,362.0,1,purple
54513,0.0,26.02,265282.0,24457.0,362.0,1,purple
54514,0.0,0.0,265282.0,24457.0,362.0,1,purple
54515,0.0,45.39,265282.0,24457.0,362.0,1,purple
54516,2.8,65.79,265282.0,24457.0,362.0,1,purple
54517,2.8,34.41,265282.0,24457.0,362.0,1,purple
54518,8.3,143.35,265282.0,24457.0,362.0,1,purple
54519,9.5,177.39,265282.0,24457.0,362.0,1,purple
54520,6.2,100.1,265282.0,24457.0,362.0,1,purple
54521,6.2,137.79,265282.0,24457.0,362.0,1,purple
54522,7.6,69.45,265282.0,24457.0,362.0,1,purple
54523,10.4,202.96,265282.0,24457.0,362.0,1,purple
54524,10.4,103.48,265282.0,24457.0,362.0,1,purple
54525,10.4,68.62,265282.0,24457.0,362.0,1,purple
54526,10.4,42.11,265282.0,24457.0,362.0,1,purple
54527,10.4,66.78,265282.0,24457.0,362.0,1,purple
54528,35.3,329.71,265282.0,24457.0,362.0,1,purple
54529,35.3,442.62,265282.0,24457.0,362.0,1,purple
54530,35.3,255.41,265282.0,24457.0,362.0,1,purple
54531,6.2,144.76,265282.0,24457.0,362.0,1,purple
54532,6.2,129.08,265282.0,24457.0,362.0,1,purple
54533,6.2,100.63,265282.0,24457.0,362.0,1,purple
54534,6.2,146.8,265282.0,24457.0,362.0,1,purple
54535,6.2,167.04,265282.0,24457.0,362.0,1,purple
54536,1.2,104.85,265282.0,24457.0,362.0,1,purple
54537,1.2,106.0,265282.0,24457.0,362.0,1,purple
54538,5.9,42.68,265282.0,24457.0,362.0,1,purple
54539,5.9,77.58,265282.0,24457.0,362.0,1,purple
54540,5.9,50.12,265282.0,24457.0,362.0,1,purple
54541,5.9,43.57,265282.0,24457.0,362.0,1,purple
54542,3.3,50.15,265282.0,24457.0,362.0,1,purple
54543,3.3,83.34,265282.0,24457.0,362.0,1,purple
54544,7.1,59.08,265282.0,24457.0,362.0,1,purple
54545,7.1,0.0,265282.0,24457.0,362.0,1,purple
54546,7.1,54.46,265282.0,24457.0,362.0,1,purple
54547,6.8,186.38,265282.0,24457.0,362.0,1,purple
54548,6.8,142.42,265282.0,24457.0,362.0,1,purple
54549,6.8,132.14,265282.0,24457.0,362.0,1,purple
54550,6.8,126.2,265282.0,24457.0,362.0,1,purple
54551,2.4,41.4,265282.0,24457.0,362.0,1,purple
54552,2.4,55.7,265282.0,24457.0,362.0,1,purple
54553,2.4,108.28,265282.0,24457.0,362.0,1,purple
54554,1.2,102.8,265282.0,24457.0,362.0,1,purple
54555,1.6,90.71,265282.0,24457.0,362.0,1,purple
54556,8.1,79.49,265282.0,24457.0,362.0,1,purple
54557,8.1,113.31,265282.0,24457.0,362.0,1,purple
54558,8.1,75.99,265282.0,24457.0,362.0,1,purple
54559,1.2,61.94,265282.0,24457.0,362.0,1,purple
54560,1.2,57.41,265282.0,24457.0,362.0,1,purple
54561,4.2,170.86,265282.0,24457.0,362.0,1,purple
54562,4.2,164.45,265282.0,24457.0,362.0,1,purple
54563,4.2,216.47,265282.0,24457.0,362.0,1,purple
54564,3.3,87.38,265282.0,24457.0,362.0,1,purple
54565,3.3,49.18,265282.0,24457.0,362.0,1,purple
54566,12.3,144.08,265282.0,24457.0,362.0,1,purple
54567,12.3,189.82,265282.0,24457.0,362.0,1,purple
54568,5.2,0.0,265282.0,24457.0,362.0,1,purple
54569,5.2,82.89,265282.0,24457.0,362.0,1,purple
54570,5.2,57.24,265282.0,24457.0,362.0,1,purple
54571,1.7,36.34,265282.0,24457.0,362.0,1,purple
54572,1.7,32.51,265282.0,24457.0,362.0,1,purple
54573,1.7,64.24,265282.0,24457.0,362.0,1,purple
